Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00     193/193         std::deque<long, std::allocator<long> >::push_front(long const&) [73]
[109]    0.0    0.00    0.00     193         std::deque<long, std::allocator<long> >::_M_reallocate_map(unsigned long, bool) [109]
-----------------------------------------------
                0.00    0.00     129/129         ramulator::DRAM<ramulator::DDR3>::regStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [241]
[110]    0.0    0.00    0.00     129         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [110]
-----------------------------------------------
                0.00    0.00     120/120         ramulator::DRAM<ramulator::DDR3>::regStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [241]
[111]    0.0    0.00    0.00     120         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [clone .constprop.2302] [111]
-----------------------------------------------
                0.00    0.00     112/112         ramulator::DDR3::init_timing() [173]
[112]    0.0    0.00    0.00     112         void std::vector<ramulator::DDR3::TimingEntry, std::allocator<ramulator::DDR3::TimingEntry> >::_M_emplace_back_aux<ramulator::DDR3::TimingEntry>(ramulator::DDR3::TimingEntry&&) [112]
-----------------------------------------------
                0.00    0.00       6/103         void MemWrapper::start_run<ramulator::DDR3>(ramulator::Config const&, ramulator::DDR3*, std::vector<char const*, std::allocator<char const*> > const&) [4]
                0.00    0.00      12/103         ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Memory(ramulator::Config const&, std::vector<ramulator::Controller<ramulator::DDR3>*, std::allocator<ramulator::Controller<ramulator::DDR3>*> >) [245]
                0.00    0.00      13/103         ramulator::Controller<ramulator::DDR3>::Controller(ramulator::Config const&, ramulator::DRAM<ramulator::DDR3>*) [238]
                0.00    0.00      18/103         Stats::Scalar* std::__uninitialized_default_n_1<false>::__uninit_default_n<Stats::Scalar*, unsigned long>(Stats::Scalar*, unsigned long) [132]
                0.00    0.00      54/103         ramulator::DRAM<ramulator::DDR3>::DRAM(ramulator::DDR3*, ramulator::DDR3::Level) [242]
[113]    0.0    0.00    0.00     103         Stats::Stat<Stats::Scalar>::Stat() [113]
                0.00    0.00      16/150273      std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::WideIO2::Speed, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > const&) [67]
-----------------------------------------------
                0.00    0.00      12/85          ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Memory(ramulator::Config const&, std::vector<ramulator::Controller<ramulator::DDR3>*, std::allocator<ramulator::Controller<ramulator::DDR3>*> >) [245]
                0.00    0.00      13/85          ramulator::Controller<ramulator::DDR3>::Controller(ramulator::Config const&, ramulator::DRAM<ramulator::DDR3>*) [238]
                0.00    0.00      60/85          ramulator::DRAM<ramulator::DDR3>::regStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [241]
[114]    0.0    0.00    0.00      85         ramulator::StatBase<Stats::Scalar>::name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [114]
                0.00    0.00      85/223         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [108]
-----------------------------------------------
                0.00    0.00      81/81          ramulator::Config::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [243]
[115]    0.0    0.00    0.00      81         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [115]
-----------------------------------------------
                0.00    0.00      72/72          ramulator::DRAM<ramulator::DDR3>::update_state(ramulator::DDR3::Command, int const*) [40]
[116]    0.0    0.00    0.00      72         std::_Function_handler<void (ramulator::DRAM<ramulator::DDR3>*, int), ramulator::DDR3::init_lambda()::{lambda(ramulator::DRAM<ramulator::DDR3>*, int)#1}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, int&&) [116]
                0.00    0.00      72/72          std::_Rb_tree<int, std::pair<int const, ramulator::DDR3::State>, std::_Select1st<std::pair<int const, ramulator::DDR3::State> >, std::less<int>, std::allocator<std::pair<int const, ramulator::DDR3::State> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, ramulator::DDR3::State> >, int const&) [117]
-----------------------------------------------
                0.00    0.00      72/72          std::_Function_handler<void (ramulator::DRAM<ramulator::DDR3>*, int), ramulator::DDR3::init_lambda()::{lambda(ramulator::DRAM<ramulator::DDR3>*, int)#1}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, int&&) [116]
[117]    0.0    0.00    0.00      72         std::_Rb_tree<int, std::pair<int const, ramulator::DDR3::State>, std::_Select1st<std::pair<int const, ramulator::DDR3::State> >, std::less<int>, std::allocator<std::pair<int const, ramulator::DDR3::State> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, ramulator::DDR3::State> >, int const&) [117]
-----------------------------------------------
                0.00    0.00       4/72          std::_Function_handler<void (ramulator::DRAM<ramulator::DDR3>*, int), ramulator::DDR3::init_lambda()::{lambda(ramulator::DRAM<ramulator::DDR3>*, int)#2}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, int&&) [154]
                0.00    0.00      68/72          std::_Function_handler<void (ramulator::DRAM<ramulator::DDR3>*, int), ramulator::DDR3::init_lambda()::{lambda(ramulator::DRAM<ramulator::DDR3>*, int)#3}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, int&&) [127]
[118]    0.0    0.00    0.00      72         std::_Rb_tree<int, std::pair<int const, ramulator::DDR3::State>, std::_Select1st<std::pair<int const, ramulator::DDR3::State> >, std::less<int>, std::allocator<std::pair<int const, ramulator::DDR3::State> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, ramulator::DDR3::State> >*) [118]
-----------------------------------------------
                0.00    0.00      64/64          std::deque<long, std::allocator<long> >::_M_fill_insert(std::_Deque_iterator<long, long&, long*>, unsigned long, long const&) [120]
[119]    0.0    0.00    0.00      64         std::_Deque_iterator<long, long&, long*>::operator-(long) const [119]
                0.00    0.00      64/152414      std::_Deque_iterator<long, long&, long*>::operator+=(long) [65]
-----------------------------------------------
                0.00    0.00      64/64          std::deque<long, std::allocator<long> >::resize(unsigned long, long const&) [122]
[120]    0.0    0.00    0.00      64         std::deque<long, std::allocator<long> >::_M_fill_insert(std::_Deque_iterator<long, long&, long*>, unsigned long, long const&) [120]
                0.00    0.00      64/64          std::deque<long, std::allocator<long> >::_M_new_elements_at_front(unsigned long) [121]
                0.00    0.00      64/64          std::_Deque_iterator<long, long&, long*>::operator-(long) const [119]
                0.00    0.00      64/150273      std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::WideIO2::Speed, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > const&) [67]
-----------------------------------------------
                0.00    0.00      64/64          std::deque<long, std::allocator<long> >::_M_fill_insert(std::_Deque_iterator<long, long&, long*>, unsigned long, long const&) [120]
[121]    0.0    0.00    0.00      64         std::deque<long, std::allocator<long> >::_M_new_elements_at_front(unsigned long) [121]
-----------------------------------------------
                0.00    0.00       4/64          void MemWrapper::start_run<ramulator::DDR3>(ramulator::Config const&, ramulator::DDR3*, std::vector<char const*, std::allocator<char const*> > const&) [4]
                0.00    0.00      60/64          ramulator::DRAM<ramulator::DDR3>::DRAM(ramulator::DDR3*, ramulator::DDR3::Level) [242]
[122]    0.0    0.00    0.00      64         std::deque<long, std::allocator<long> >::resize(unsigned long, long const&) [122]
                0.00    0.00      64/64          std::deque<long, std::allocator<long> >::_M_fill_insert(std::_Deque_iterator<long, long&, long*>, unsigned long, long const&) [120]
                0.00    0.00      64/152350      std::_Deque_iterator<long, long&, long*>::operator+(long) const [66]
-----------------------------------------------
                0.00    0.00      18/37          Stats::VectorBase<Stats::Vector, Stats::Scalar>::init(unsigned int) [129]
                0.00    0.00      19/37          ramulator::Controller<ramulator::DDR3>::Controller(ramulator::Config const&, ramulator::DRAM<ramulator::DDR3>*) [238]
[123]    0.0    0.00    0.00      37         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [123]
-----------------------------------------------
                0.00    0.00       1/31          ramulator::Controller<ramulator::DDR3>::Controller(ramulator::Config const&, ramulator::DRAM<ramulator::DDR3>*) [238]
                0.00    0.00      30/31          MemWrapper::ramInit(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [227]
[124]    0.0    0.00    0.00      31         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&) [124]
-----------------------------------------------
                0.00    0.00      20/20          MemWrapper::MemWrapper(sc_core::sc_module_name, double, double, int, char**) [230]
[125]    0.0    0.00    0.00      20         sc_core::sc_process_handle::~sc_process_handle() [125]
-----------------------------------------------
                0.00    0.00       1/20          MemWrapper::loadConfig(int, char**) [224]
                0.00    0.00       1/20          ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Memory(ramulator::Config const&, std::vector<ramulator::Controller<ramulator::DDR3>*, std::allocator<ramulator::Controller<ramulator::DDR3>*> >) [245]
                0.00    0.00       2/20          ramulator::Config::record_cmd_trace() const [247]
                0.00    0.00       2/20          ramulator::Config::print_cmd_trace() const [246]
                0.00    0.00      14/20          ramulator::Config::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [150]
[126]    0.0    0.00    0.00      20         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [126]
-----------------------------------------------
                0.00    0.00      20/20          ramulator::DRAM<ramulator::DDR3>::update_state(ramulator::DDR3::Command, int const*) [40]
[127]    0.0    0.00    0.00      20         std::_Function_handler<void (ramulator::DRAM<ramulator::DDR3>*, int), ramulator::DDR3::init_lambda()::{lambda(ramulator::DRAM<ramulator::DDR3>*, int)#3}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, int&&) [127]
                0.00    0.00      68/72          std::_Rb_tree<int, std::pair<int const, ramulator::DDR3::State>, std::_Select1st<std::pair<int const, ramulator::DDR3::State> >, std::less<int>, std::allocator<std::pair<int const, ramulator::DDR3::State> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, ramulator::DDR3::State> >*) [118]
-----------------------------------------------
                0.00    0.00      20/20          ramulator::DRAM<ramulator::DDR3>::update_state(ramulator::DDR3::Command, int const*) [40]
[128]    0.0    0.00    0.00      20         std::_Function_handler<void (ramulator::DRAM<ramulator::DDR3>*, int), ramulator::DDR3::init_lambda()::{lambda(ramulator::DRAM<ramulator::DDR3>*, int)#4}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, int&&) [128]
-----------------------------------------------
                0.00    0.00       6/18          ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Memory(ramulator::Config const&, std::vector<ramulator::Controller<ramulator::DDR3>*, std::allocator<ramulator::Controller<ramulator::DDR3>*> >) [245]
                0.00    0.00      12/18          ramulator::Controller<ramulator::DDR3>::Controller(ramulator::Config const&, ramulator::DRAM<ramulator::DDR3>*) [238]
[129]    0.0    0.00    0.00      18         Stats::VectorBase<Stats::Vector, Stats::Scalar>::init(unsigned int) [129]
                0.00    0.00      18/37          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [123]
                0.00    0.00      18/18          std::vector<Stats::Scalar, std::allocator<Stats::Scalar> >::_M_default_append(unsigned long) [133]
-----------------------------------------------
                0.00    0.00       6/18          ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Memory(ramulator::Config const&, std::vector<ramulator::Controller<ramulator::DDR3>*, std::allocator<ramulator::Controller<ramulator::DDR3>*> >) [245]
                0.00    0.00      12/18          ramulator::Controller<ramulator::DDR3>::Controller(ramulator::Config const&, ramulator::DRAM<ramulator::DDR3>*) [238]
[130]    0.0    0.00    0.00      18         Stats::Stat<Stats::Vector>::Stat() [130]
-----------------------------------------------
                0.00    0.00       6/18          ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Memory(ramulator::Config const&, std::vector<ramulator::Controller<ramulator::DDR3>*, std::allocator<ramulator::Controller<ramulator::DDR3>*> >) [245]
                0.00    0.00      12/18          ramulator::Controller<ramulator::DDR3>::Controller(ramulator::Config const&, ramulator::DRAM<ramulator::DDR3>*) [238]
[131]    0.0    0.00    0.00      18         ramulator::StatBase<Stats::Vector>::name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [131]
                0.00    0.00      18/223         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [108]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<Stats::Scalar, std::allocator<Stats::Scalar> >::_M_default_append(unsigned long) [133]
[132]    0.0    0.00    0.00      18         Stats::Scalar* std::__uninitialized_default_n_1<false>::__uninit_default_n<Stats::Scalar*, unsigned long>(Stats::Scalar*, unsigned long) [132]
                0.00    0.00      18/103         Stats::Stat<Stats::Scalar>::Stat() [113]
-----------------------------------------------
                0.00    0.00      18/18          Stats::VectorBase<Stats::Vector, Stats::Scalar>::init(unsigned int) [129]
[133]    0.0    0.00    0.00      18         std::vector<Stats::Scalar, std::allocator<Stats::Scalar> >::_M_default_append(unsigned long) [133]
                0.00    0.00      18/18          Stats::Scalar* std::__uninitialized_default_n_1<false>::__uninit_default_n<Stats::Scalar*, unsigned long>(Stats::Scalar*, unsigned long) [132]
-----------------------------------------------
                0.00    0.00      15/15          MemWrapper::MemWrapper(sc_core::sc_module_name, double, double, int, char**) [230]
[134]    0.0    0.00    0.00      15         sc_core::sc_process_handle::sc_process_handle(sc_core::sc_process_handle const&) [134]
-----------------------------------------------
                0.00    0.00      15/15          Graph::loadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [235]
[135]    0.0    0.00    0.00      15         void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_emplace_back_aux<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&&) [135]
-----------------------------------------------
                0.00    0.00      13/13          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::DDR3::Speed, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> > const&) [1735]
[136]    0.0    0.00    0.00      13         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [136]
-----------------------------------------------
                0.00    0.00      13/13          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::SALP::Speed, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> > const&) [1745]
[137]    0.0    0.00    0.00      13         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [137]
-----------------------------------------------
                0.00    0.00      13/13          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::ALDRAM::Speed, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> > const&) [1757]
[138]    0.0    0.00    0.00      13         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [138]
-----------------------------------------------
                0.00    0.00      13/13          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::TLDRAM::Speed, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> > const&) [1769]
[139]    0.0    0.00    0.00      13         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [139]
-----------------------------------------------
                0.00    0.00      13/13          ramulator::Config::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [243]
[140]    0.0    0.00    0.00      13         std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&) [140]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [272]
-----------------------------------------------
                0.00    0.00      12/12          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::DDR3::Org, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> > const&) [1733]
[141]    0.0    0.00    0.00      12         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR3::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [141]
-----------------------------------------------
                0.00    0.00      12/12          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::SALP::Org, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> > const&) [1741]
[142]    0.0    0.00    0.00      12         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [142]
-----------------------------------------------
